x,y
0.4801534722548668,0.4151518611054173
0.8521899139864916,0.683965338955465
0.4676463350785987,0.29343810521912
0.7460144700706539,0.7100430481247976
0.656288358086427,0.7026851298134449
0.6826832881398707,0.776778853752793
0.31802876191858737,0.3613760983158416
0.0906424035150262,0.1315489771314742
0.588560653826744,0.47038325521052404
0.04936342266378029,0.1941813611312089
0.5086890126363988,0.574261395735712
0.3811598516867141,0.41950447630789756
0.5349442584781472,0.672058808672102
0.23673532974661854,0.20379842418475813
0.12135982598964032,0.25158456671385315
0.09940378084742747,0.9156086006163843
0.12656946276652262,0.17362590714575743
0.632191964488017,0.6551408158563904
0.2914356510826245,0.4487615518151399
0.4171226166208158,0.5281984443326752
0.014620295383517983,0.14127396208469584
0.8416488900795294,0.73351534817564
0.8774278222615086,0.8765228645285861
0.9234577074108913,0.9700003427938669
0.7575282699025456,0.7546379850506617
0.16582346876748758,0.3872567103349681
0.029377535896117322,0.29825887851957994
0.014740687272098593,0.15289099886938604
0.8838509194215212,0.9601933968598918
0.24499035184885287,0.31958850224588325
0.9985563586626897,0.8612298356020673
0.4975750964987262,0.5624642919445905
0.6088528849763976,0.5284654363470583
0.7295420509682614,0.7350615514784112
0.17236556368415373,0.27439634637935234
0.39894894888810856,0.6339294816799211
0.8960195532690814,0.8812833425302881
0.42821737151122646,0.5158349965407796
0.5058375259706437,0.558320090707581
0.9627840687789034,0.878219702490563
0.6449246108115644,0.6873071259033483
0.6664528924696275,0.7304365870906522
0.6011195939291176,0.4913748878748346
0.0,0.05436952982830931
0.6113794434452755,0.5663287593159767
0.9118286704173045,0.9155131498873335
0.925638694328732,0.9087547055287827
0.1874895833308711,0.2100547883397334
0.33031967631237324,0.3121694843708561
0.03463497030047874,0.20676072119511676
0.6968462327622684,0.6762187332189967
0.06447561234989392,0.1617482452392826
0.22165921978534278,0.17120860593076973
0.14490839964080823,0.28621726522541757
0.09687943925609409,0.07427207408602923
0.7991420045527495,0.895390607468755
0.6187975151992005,0.6055112578060632
0.3823378089780542,0.43936533234420055
0.8953245090528898,0.9283167587622277
0.08100693448067738,0.041556081006555126
0.9144066341885118,0.9120139855879442
0.21964594508401564,0.07886503413944894
0.783610273212351,0.8654578404444061
0.5500798732670179,0.5663598954317363
0.5321015095501985,0.650078407032803
0.9148914805134836,0.933317083248102
0.19154922100712857,0.2805345783524463
0.5131448929068413,0.5496641955188222
0.7304623866593132,0.6198313200787603
0.42902499040165726,0.41564667347180534
0.8069394039143464,0.909304163330224
0.5196532201379018,0.6069044432325663
0.5027870234235083,0.5168688097319282
0.14585008796191887,0.38825665757336375
0.46567835637925625,0.4512383286402626
0.7357387909963035,0.6674848443329737
0.39221860532764,0.43442707197532715
0.47395926303930713,0.3083114053583592
0.49874008575370543,0.49258933158121304
0.5239329987254416,0.6372971135059933
0.9940972487915353,0.86260375452742
0.7998707732798827,0.8693658420354619
0.2203996462843734,0.20850738049042397
0.1514105933246457,0.25672376631972155
0.3784658784941229,0.39554017125569485
0.9458742280605676,0.908688807190262
0.4607361264366055,0.5055820470121051
0.9649119490619048,0.8417324419902221
0.2670571726453903,0.3374232087639524
0.38628883462228997,0.45120173109905154
0.09600309361192574,0.12492775154215786
0.07299182076063179,0.18867889232155655
0.7066514653316143,0.6099788892634298
0.0108809903208891,0.1066461834402363
0.7818993172351885,0.8289718030644849
0.3347941456834435,0.3437975641067001
0.08057143036108302,0.05083516429696493
0.24836321313906431,0.3338698879536381
0.9906289738381178,0.8814846437861833
0.7642440880150816,0.767508514015588
0.22734177213932896,0.1873633152275341
0.898683139087545,0.9068181479319383
0.23381005512318806,0.2595007259579776
0.6792859830961512,0.7664886211715597
0.5454880917062529,0.5884450822375379
0.45172327481252944,0.4406022929562585
0.08255089395537632,0.045725680719905265
0.8819997491490725,0.8791559486561773
0.3576703205431262,0.3124257232264559
0.9307817563902343,0.9648317660229399
0.7538328106149356,0.737289143491109
0.9313390330176531,0.8154369083868469
0.49495557263375145,0.4634681024861892
0.3455898778541063,0.273426056220738
0.08561135990320681,0.10176202620910754
0.7379087136393745,0.7338264329225413
0.6659099886767178,0.6970377256100994
0.7174549311598925,0.628825620862794
0.49017086994617354,0.5572125197242372
0.7012932063135032,0.7142958713758175
0.23756840006034755,0.23047301669039363
0.563059410192862,0.47892565178228
0.9515225333303272,0.9223341389712408
0.693146903659792,0.6874499175903829
0.873719371656704,0.8306421563969819
0.430978893370108,0.5153280789205281
0.7207381766987015,0.5950285175596542
0.20715945939155278,0.269423936440596
0.8233381939039789,0.7932279873536001
0.9021566298716441,1.0
0.43455917113809844,0.6064511809709537
0.09954997889942972,0.0
0.061827175649327416,0.16595992977591043
0.6778763788656191,0.7174552540996508
0.8614534949275188,0.7067629680340115
0.7581651007213362,0.7136830111084967
0.8235360851873846,0.8205854746442388
0.7146101401316005,0.6304752972927917
0.5203671403192606,0.5971990534088396
0.6451013256015473,0.7919986833755318
0.9514944725045177,0.8821265101272296
0.7978039544092471,0.9634649216619529
0.19013009413361523,0.2766388705858578
0.9759316852729182,0.7789128731251097
0.5328949351381691,0.6368676051785889
0.25810018137584145,0.3164495403206436
0.2124526078014693,0.19435319427050893
0.9852986360714914,0.8782050545729807
0.7455215589632659,0.7355655899563663
0.7445987927052665,0.7996254359367735
0.11407625370032519,0.16779285603987162
0.15907701020801013,0.34981255585479143
0.3095369560210626,0.4073284168614609
0.5515433277715363,0.6524619841573279
