x,y
0.21197592442108953,0.0990637508854199
0.08743757883158776,0.10299477674544755
0.8187253979013593,0.8227503028704303
0.9502815082804954,0.8057409697580622
0.0477467394737838,0.12381483178679266
0.3841870704962819,0.4370741351213374
0.33080728183410585,0.26408239444248693
0.18181834485908316,0.24143822238952672
0.34449621788819507,0.26371684500661313
0.3354650730885397,0.25011315731237715
0.8573893713898056,0.7648476027659221
0.9942891037373351,0.8338059388418956
0.2175708506646336,0.1789594294591716
0.7244095798189787,0.5297198609055624
0.25747774856544736,0.32839439829968803
0.9072022680448304,0.8456966187076187
0.22951831064024925,0.25737102640153936
0.8522442949145523,0.7064922362342425
0.3782438787791382,0.40006688081217917
0.7344332399130402,0.5953007083175086
0.8970697004172862,0.8632643409495274
0.8191498240022819,0.7511237193460074
0.4526845305804514,0.4331756323493443
0.6967414018464552,0.6236537989760771
0.8517458361414882,0.7222932525271569
0.019351589075122657,0.20793249469329697
0.285915317176705,0.3616999527377357
0.02699838843469829,0.17786234604270237
0.2736347307701274,0.3616884595908038
0.003743334835365999,0.05997690947171838
0.1912939686943059,0.24715140309211026
0.22480504115632174,0.18558883312736651
0.7924110445289173,0.9111428697050963
0.581740597627528,0.5277619640448677
0.06984205559411434,0.15784294973048738
0.16572838661227576,0.2988503803458529
0.45796624122834856,0.39780099542288866
0.549315639663465,0.6023208863230871
0.5819801924155158,0.5106423499502329
0.8039179854104198,0.7437315077291125
0.508987693005765,0.5267209523337589
0.9404030699708635,0.8302112423390768
0.2051970435953872,0.2023456234727312
0.3457149996144912,0.2517617519421401
0.3971057516998506,0.4414389754250723
0.33845950192389573,0.3145817297505915
0.1379053572610105,0.23639307737689855
0.6014138375047121,0.42794909060124475
0.16237335988621387,0.3906278435625162
0.2986036897831931,0.43488569370405117
0.12760502471196847,0.21406877884280726
0.05180120623802844,0.1816253368675948
0.7485062279725433,0.5892234905473506
0.5840232416214903,0.5083383090018473
0.6001778038324549,0.5011237799600958
0.527009926603028,0.550393873603832
0.7578118508826762,0.7849723016988646
0.3490998726413539,0.3750837882371999
0.9400146561739756,0.8777544003722564
0.25897823955811394,0.2825467331453442
0.12204655421642147,0.2239794904562989
